artifact_slug,artifact,engine,exercise_id,type,parent_exercise,phase,name,mode,tag,sets,reps,rest_s,hold_s,routine_refs,variant_count,video,cue
movilidad,Movilidad,activation,childPose,main,,,Postura del niño,bi,Sin equipo,,,,60,4,0,,"Sentado sobre los talones, brazos largos adelante, frente al piso. Respira profundo hacia la espalda baja y deja que la cadera baje un poco más con cada exhalación. El objetivo es bajar revoluciones, no estirar más."
movilidad,Movilidad,activation,childReach,main,,,Postura del niño con alcance lateral,uni,Sin equipo,,,,45,5,0,,"Desde la postura del niño, camina las manos hacia un costado hasta sentir el dorsal por el lateral del tronco. La cadera se queda atrás, no la sigas con el tronco."
movilidad,Movilidad,activation,twist,main,,,Torsión espinal,uni,Sin equipo,,,,45,5,0,,"Acostado, rodilla cruzada al lado opuesto, brazos abiertos, mirada al lado contrario. El hombro no se despega del piso: si se despega, baja la rodilla. Suelta un poco más en cada exhalación."
movilidad,Movilidad,activation,sphinx,main,,,Esfinge suave,bi,Sin equipo,,,,60,4,0,,"Boca abajo, codos debajo de los hombros, pelvis pesada en el piso. Extensión suave y sostenida, no una cobra. Si aprieta la lumbar, adelanta los codos."
movilidad,Movilidad,activation,openBook,main,,,Libro abierto,uni,Sin equipo,,,,45,3,0,,"De costado, rodillas flexionadas y apiladas, brazos juntos adelante. Abre el brazo de arriba siguiéndolo con la mirada y deja las rodillas quietas. Si las rodillas se separan, la rotación se te fue a la lumbar."
movilidad,Movilidad,activation,catcow,main,,,Gato-camello,bi,Sin equipo,,,,45,3,0,,"En cuadrupedia, alterna redondear y arquear la columna al ritmo de la respiración. Muévete desde la pelvis y deja que la columna la siga vértebra por vértebra — no en bloque, y no solo cuello y hombros. Esto es control pélvico y articular, no un estiramiento. Rango cómodo, no máximo."
movilidad,Movilidad,activation,thoracicExt,main,,,Extensión torácica en cuadrupedia,bi,Sin equipo,,,,60,2,0,,"De rodillas, antebrazos adelante y glúteos hacia los talones. Hunde el pecho hacia el piso dejando que se abran las axilas. Si se arquea la lumbar, acerca más los glúteos a los talones."
movilidad,Movilidad,activation,crossBody,main,,,Estiramiento cruzado de hombro,uni,Sin equipo,,,,45,3,0,,"Lleva el brazo cruzado por delante del pecho y sostenlo por arriba del codo, nunca desde la muñeca. Antes de tirar, baja el omóplato y no dejes que el hombro viaje adelante: si el omóplato se corre, estiras la espalda y no la parte de atrás del hombro. Tiene que sentirse atrás, nunca un pinchazo adelante."
movilidad,Movilidad,activation,pecFloor,main,,,Apertura de pecho boca abajo,uni,Sin equipo,,,,45,3,1,,"Boca abajo, un brazo en cruz a la altura del hombro. Rueda el cuerpo hacia ese lado apoyando el pie contrario. Busca el pecho, no el frente del hombro: si pinza adentro, baja el brazo unos centímetros."
movilidad,Movilidad,activation,pecFloor_v1,variant,Apertura de pecho boca abajo,,Pelota: pectoral menor,uni,Pelota,,,,,,0,,"Coloca la pelota bajo la clavícula, por dentro del frente del hombro. Presión suave y quieta: esta zona no se rodea, se sostiene. No aplastes — aquí hay nervios y tendones, y esto no es un punto para pelear."
movilidad,Movilidad,activation,tricep,main,,,Tríceps y dorsal por encima de la cabeza,uni,Sin equipo,,,,30,1,0,,"Codo arriba junto a la oreja, mano entre los omóplatos. Empuja suave el codo con la otra mano. Costillas abajo: si la lumbar se arquea, ganaste rango con la espalda y no con el hombro."
movilidad,Movilidad,activation,neckTrap,main,,,Cuello y trapecio,uni,Sin equipo,,,,30,4,0,,"Sentado, la mano del lado que estiras sujeta el asiento. Lleva la oreja al hombro contrario sin encoger el hombro. No tires con la otra mano: el peso de la cabeza alcanza."
movilidad,Movilidad,activation,forearm,main,,,Antebrazos y muñecas,uni,Sin equipo,,,,30,1,0,,"En cuadrupedia, gira la mano hasta que los dedos apunten a las rodillas y siéntate lento hacia atrás. Después apoya el dorso de la mano para el otro lado. No fuerces si pinza."
movilidad,Movilidad,activation,wallLegs,main,,,Piernas en la pared,bi,Pared,,,,120,2,0,,"Glúteos cerca de la pared, piernas verticales apoyadas, brazos al costado. No estás estirando: estás bajando pulsaciones. Si tira mucho de los isquios, aléjate un poco."
movilidad,Movilidad,activation,breathClose,main,,,Respiración de cierre,bi,Sin equipo,,,,180,1,0,,"Boca arriba, rodillas dobladas, una mano en el pecho y otra en el abdomen. Inhala 4 segundos por la nariz al abdomen, exhala 6 por la boca. La exhalación larga es la que baja el sistema. Si quieres un protocolo con timer, tienes Respiración en caja."
recuperacion,Recuperación,activation,carsHip,main,,,CARs de cadera,uni,Sin equipo,,,,60,5,0,,"De pie o en cuadrupedia: rodilla al pecho, ábrela al costado, rótala atrás y baja. El círculo más grande que puedas sin que se mueva nada más que la cadera. Si el tronco compensa, achica el círculo."
recuperacion,Recuperación,activation,carsShoulder,main,,,CARs de hombro,uni,Sin equipo,,,,60,4,0,,"Brazo estirado: súbelo por adelante, rótalo y baja por atrás, el círculo más amplio posible. Costillas abajo, la otra mano en el esternón para sentir si el tronco se mueve."
recuperacion,Recuperación,activation,carsSpine,main,,,CARs de columna,bi,Sin equipo,,,,90,5,0,,"Sentado sobre los talones o en una silla. Segmento por segmento: flexión y extensión torácica, inclinación a cada lado, rotación. La cadera no se mueve: si se mueve, ya no estás moviendo la columna."
recuperacion,Recuperación,activation,carsAnkle,main,,,CARs de tobillo,uni,Sin equipo,,,,45,5,0,,"Sentado, pierna estirada. Dibuja el círculo más grande que puedas con la punta del pie, en las dos direcciones. Rodilla y pierna quietas. Busca el borde del rango y párate un segundo en cada punto."
recuperacion,Recuperación,activation,dogFlow,main,,,Perro abajo a perro arriba,bi,Sin equipo,,,,120,3,0,,"Fluye al ritmo de la respiración: exhalas hacia perro boca abajo empujando los talones, inhalas a perro boca arriba abriendo el pecho. Sin apurar el tránsito."
recuperacion,Recuperación,activation,sunFlow,main,,,Saludo al sol lento,bi,Sin equipo,,,,240,4,0,,"Secuencia lenta, un movimiento por respiración: de pie, manos arriba, pliégate, media elevación, plancha, perro boca abajo, paso adelante, y vuelve. Alterna la pierna que adelanta."
recuperacion,Recuperación,activation,warriorFlow,main,,,Guerrero I a II y Triángulo,uni,Sin equipo,,,,120,1,0,,"Guerrero I con la cadera al frente, abre a Guerrero II girando el torso, y desde ahí baja al triángulo con el brazo largo. Unas cinco respiraciones en cada una. Rodilla de adelante encima del tobillo, nunca por delante del pie."
recuperacion,Recuperación,activation,deepSquatHold,main,,,Sentadilla profunda sostenida,bi,Sin equipo,,,,120,5,0,,"Abajo del todo, talones en el piso, codos por dentro de las rodillas empujando suave hacia afuera. Muévete adentro de la postura. Si los talones se levantan, apóyalos sobre algo."
recuperacion,Recuperación,activation,frog,main,,,Postura de la rana,bi,Sin equipo,,,,180,5,0,,"Rodillas abiertas en línea con la cadera, tobillos detrás de las rodillas, antebrazos en el piso. Baja hasta el primer punto de tensión y quédate respirando, sin buscar más. El tiempo hace el trabajo. Solo en un día sin sesión — sobre tejido recién entrenado no va."
recuperacion,Recuperación,activation,dragon,main,,,Dragón alado,uni,Sin equipo,,,,90,5,0,,"Estocada muy larga, manos por dentro del pie de adelante, rodilla de atrás en el piso. Deja que la rodilla de adelante caiga hacia afuera y baja a los antebrazos si llegas. Quédate en un 6 o 7 sobre 10. Sin rebotes."
recuperacion,Recuperación,activation,pnfHip,main,,,Psoas con contracción y suelta,uni,Sin equipo,,,,90,5,0,,"Media rodilla, pelvis metida. Empuja la rodilla de atrás contra el piso al 20% durante 5 segundos, suelta, y avanza un poco. Tres o cuatro ciclos. Ese contraer-y-soltar es lo que gana rango."
recuperacion,Recuperación,activation,pnfHam,main,,,Isquios con contracción y suelta,uni,Sin equipo,,,,90,5,0,,"Boca arriba, pierna al techo agarrada por detrás del muslo. Empuja el talón contra tus manos al 20% durante 5 segundos, suelta, y sube un poco más. Tres o cuatro ciclos. La pierna de abajo se queda apoyada."
recuperacion,Recuperación,activation,balance,main,,,Apoyo en una pierna,uni,Sin equipo,,,,40,4,0,,"Parado en una pierna, rodilla apenas flexionada. Que la cadera no se caiga del lado que está en el aire. Busca que el pie trabaje: dedos activos, tobillo corrigiendo. Si te resulta fácil, cierra los ojos. Ten una pared o una silla al alcance."
recuperacion,Recuperación,activation,rollDown,main,,,Enrollado vertebral boca arriba,bi,Sin equipo,,,,90,5,0,,"Boca arriba, rodillas dobladas. Sube vértebra por vértebra hasta los omóplatos y baja igual de lento, de arriba hacia abajo. Lo que buscas es que la columna se articule por segmentos, no que suba alto."
recuperacion,Recuperación,activation,bodyScan,main,,,Escaneo corporal,bi,Sin equipo,,,,180,5,0,,"Boca arriba, piernas largas, palmas arriba. Recorre el cuerpo de los pies a la cabeza, una respiración por zona, soltando lo que encuentres apretado. Mandíbula y trapecios al final."
recuperacion,Recuperación,activation,catcow,main,,,Gato-camello,bi,Sin equipo,,,,60,5,0,,"En cuadrupedia, alterna redondear y arquear al ritmo de la respiración. Hazlo el doble de lento de lo que harías antes de entrenar y busca los segmentos que no se mueven. Vértebra por vértebra, no en bloque. Post-entreno esto es para soltar, no para movilizar fuerte."
recuperacion,Recuperación,activation,threadNeedle,main,,,Rotación torácica en cuadrupedia,uni,Sin equipo,,,,60,3,0,,"En cuatro puntos, una mano detrás de la cabeza. Lleva el codo hacia la rodilla contraria y después abre rotando el torso, siguiendo el codo con la mirada. La cadera se queda cuadrada: si se va contigo, estás rotando desde la lumbar y no desde la espalda alta."
recuperacion,Recuperación,activation,openBook,main,,,Libro abierto,uni,Sin equipo,,,,60,3,1,,"De costado, rodillas flexionadas y apiladas, brazos juntos adelante. Abre el brazo de arriba siguiéndolo con la mirada y deja las rodillas quietas. Si las rodillas se separan, la rotación se te fue a la lumbar."
recuperacion,Recuperación,activation,openBook_v1,variant,Libro abierto,,Extensión torácica en el rodillo,bi,Rodillo,,,,,,0,,"Rodillo cruzado bajo la espalda alta, manos detrás de la nuca. Extiende hacia atrás soltando el aire y muévelo dos dedos hacia arriba, segmento por segmento. Los glúteos quedan apoyados: nunca debajo de las últimas costillas, ahí se extiende la lumbar."
recuperacion,Recuperación,activation,wgs,main,,,El mejor estiramiento del mundo,uni,Sin equipo,,,,60,3,0,,"Zancada profunda, pie adelantado por fuera de la mano. Baja el codo de adentro hacia el piso, aguanta un segundo, y después rota ese brazo abriendo hacia el techo siguiendo la mano con la mirada. Cadera, aductor y torácica en un solo gesto."
recuperacion,Recuperación,activation,nineNinety,main,,,Cadera 90/90,uni,Sin equipo,,,,60,3,0,,"Sentado, una pierna a 90° adelante y la otra a 90° al costado. Inclínate sobre la de adelante, vuelve, y pasa al otro lado levantando las rodillas sin usar las manos. Esa transición activa es el ejercicio."
recuperacion,Recuperación,activation,spiderman,main,,,Zancada spiderman con rotación,uni,Sin equipo,,,,60,3,0,,"Desde plancha, lleva el pie por fuera de la mano del mismo lado. Baja el codo hacia el piso y desde ahí abre el brazo al techo. Varias repeticiones lentas por lado, no una sola sostenida."
recuperacion,Recuperación,activation,inchworm,main,,,Caminata de oruga,bi,Sin equipo,,,,60,3,0,,"De pie, pliégate hacia adelante y camina con las manos hasta plancha, sin mover los pies. Vuelve caminando las manos hacia atrás. Piernas lo más estiradas que aguanten."
recuperacion,Recuperación,activation,cossack,main,,,Sentadilla cosaca,uni,Sin equipo,,,,60,4,0,,"Pies bien abiertos. Baja el peso sobre una pierna dejando la otra estirada con la punta arriba. Pecho alto, talón de la pierna que baja pegado al piso. No llegues hasta abajo si la espalda se redondea."
recuperacion,Recuperación,activation,legSwing,main,,,Balanceo de pierna (frontal),uni,Pared,,,,45,3,0,,Apóyate en una pared y balancea la pierna adelante y atrás. Aumenta el rango poco a poco: arrancar en el máximo es cómo se tira un isquio.
recuperacion,Recuperación,activation,kneeWall,main,,,Rodilla a la pared,uni,Pared,,,,45,4,0,,"Pie a un palmo de la pared. Toca la pared con la rodilla sin que el talón se despegue. Si llegas fácil, aleja el pie un centímetro y vuelve a probar. Mejora con repeticiones, no con fuerza."
recuperacion,Recuperación,activation,wallAngel,main,,,Ángeles en la pared,bi,Pared,,,,60,3,1,,"Espalda contra la pared, lumbar pegada, brazos en W con codos y dorso de las manos tocando. Sube y baja sin despegar nada. Frena exactamente donde algo se despegue: hasta ahí llega tu rango de hoy, y forzar más no lo agranda."
recuperacion,Recuperación,activation,wallAngel_v1,variant,Ángeles en la pared,,Pasada de bastón (con tope),bi,Bastón o palo,,,,,,0,,"Agarre muy ancho, brazos estirados, pasa el bastón de los muslos hacia atrás y vuelve. Esto no es un concurso de flexibilidad: detente donde se te abran las costillas, se te arquee la lumbar o se te suban los hombros. Si tienes que forzar, achica el agarre."
recuperacion,Recuperación,activation,scorpion,main,,,Escorpión boca abajo,uni,Sin equipo,,,,45,1,0,,"Boca abajo, brazos en cruz. Lleva un talón cruzado hacia la mano contraria dejando que la cadera rote, pecho lo más pegado al piso que puedas. Lento a la ida y a la vuelta."
recuperacion,Recuperación,activation,neckCars,main,,,CARs de cuello,bi,Sin equipo,,,,60,1,0,,"Sentado, hombros quietos. Mentón al pecho, rueda hacia un hombro, oreja atrás, y completa el círculo. Despacísimo. Si aparece mareo o hormigueo, detente."
recuperacion,Recuperación,activation,clamshell,main,,,Almeja lenta,uni,Sin equipo,,,,45,2,1,,"De costado, rodillas dobladas, talones juntos. Abre la rodilla de arriba sin que la cadera se caiga hacia atrás. Pon la mano en el glúteo y siente que trabaja ahí. Lento, un segundo arriba."
recuperacion,Recuperación,activation,clamshell_v1,variant,Almeja lenta,,Almeja con minibanda,uni,Minibanda,,,,,,0,,"De costado, banda por encima de las rodillas, talones juntos. Abre la rodilla de arriba sin que la cadera se caiga hacia atrás. La bajada tan lenta como la subida."
recuperacion,Recuperación,activation,bridgeSingle,main,,,Puente de glúteos a una pierna,uni,Sin equipo,,,,45,3,0,,"Un talón apoyado cerca de los glúteos, la otra rodilla abrazada al pecho. Empuja con el talón y aprieta el glúteo arriba. Si lo sientes en la lumbar, mete la pelvis y baja la altura: la idea es aislar el glúteo, no que el psoas haga el trabajo."
recuperacion,Recuperación,activation,gluteBridgeMarch,main,,,Puente con marcha,bi,Sin equipo,,,,60,3,0,,"Puente arriba y sostenido. Desde ahí despega un pie unos centímetros, apoya, y cambia. La cadera no baja y no rota. Despacio: esto es control, no repeticiones."
recuperacion,Recuperación,activation,birdDog,main,,,Bird dog,uni,Sin equipo,,,,45,5,0,,"En cuadrupedia, extiende brazo y pierna contrarios hasta la línea del tronco y sostén dos o tres segundos. La cadera queda cuadrada al piso y la lumbar quieta: si se abre hacia un costado o la espalda se arquea, baja la pierna. Imagina un vaso de agua sobre la lumbar que no se puede volcar. Aprieta el glúteo al estirar la pierna."
recuperacion,Recuperación,activation,deadBug,main,,,Dead bug,bi,Sin equipo,,,,60,5,0,,"Boca arriba, brazos al techo y rodillas a 90°. Extiende brazo y pierna contrarios, lentos, sin que la lumbar se despegue del piso. Exhala al extender: es la exhalación la que aplana la espalda, no la fuerza abdominal. Si la lumbar se levanta, baja menos la pierna. El objetivo es control, no velocidad."
recuperacion,Recuperación,activation,sidePlank,main,,,Plancha lateral dinámica,uni,Sin equipo,,,,45,5,0,,"Antebrazo bajo el hombro, cadera arriba, cuerpo en línea. Baja la cadera hasta rozar el piso y vuelve a subir, lento. Rodillas apoyadas si la versión larga te rompe la línea."
recuperacion,Recuperación,activation,bearCrawl,main,,,Caminata de oso,bi,Sin equipo,,,,60,3,0,,"Cuadrupedia con las rodillas a un palmo del piso. Avanza y retrocede moviendo mano y pie contrarios, cadera baja, sin balancearte de lado a lado. Pasos cortos."
recuperacion,Recuperación,activation,scapPushup,main,,,Flexión escapular,bi,Sin equipo,,,,45,2,0,,"Plancha alta, codos estirados todo el tiempo. Deja caer el pecho juntando los omóplatos y después empuja el piso separándolos al máximo. El movimiento es de tres o cuatro centímetros."
recuperacion,Recuperación,activation,ytwl,main,,,Y-T-W boca abajo,bi,Sin equipo,,,,60,1,1,,"Boca abajo, frente apoyada, pulgares al techo. Despega los brazos en Y, después en T, después en W (codos a 90° junto a las costillas). Las escápulas van hacia abajo, nunca hacia las orejas: si te encoges, el trabajo se lo lleva el trapecio superior."
recuperacion,Recuperación,activation,ytwl_v1,variant,Y-T-W boca abajo,,Y-T-W con banda,bi,Banda larga,,,,,,0,,"De pie, banda al frente. Misma secuencia Y, T y W contra resistencia baja. Muchas repeticiones, poca tensión. Escápulas abajo, nunca hacia las orejas."
recuperacion,Recuperación,activation,extRotation,main,,,Rotación externa isométrica,uni,Pared,,,,45,1,1,,"Codo pegado a las costillas a 90°, dorso de la muñeca contra el marco de una puerta o una pared. Empuja hacia afuera al 50% y sostén, sin que nada se mueva. Que el hombro no se vaya adelante y el codo no se separe del cuerpo."
recuperacion,Recuperación,activation,extRotation_v1,variant,Rotación externa isométrica,,Rotación externa con minibanda,uni,Minibanda,,,,,,0,,"Banda anclada a la altura del codo, codo pegado a las costillas. Rota el antebrazo hacia afuera y vuelve más lento de lo que fuiste. Rango corto y controlado."
recuperacion,Recuperación,activation,latWalk,main,,,Caminata lateral en media sentadilla,bi,Sin equipo,,,,60,2,1,,"Media sentadilla, pecho alto. Camina de lado con pasos parejos, sin juntar los pies del todo. Rodillas hacia afuera y cadera a la misma altura. Ida y vuelta."
recuperacion,Recuperación,activation,latWalk_v1,variant,Caminata lateral en media sentadilla,,Caminata lateral con minibanda,bi,Minibanda,,,,,,0,,"Media sentadilla, banda en los tobillos o por encima de las rodillas. Camina de lado con pasos parejos, sin que el pie de atrás se arrastre. Rodillas hacia afuera y cadera a la misma altura."
recuperacion,Recuperación,activation,calfEcc,main,,,Elevación de talones excéntrica,bi,Sin equipo,,,,60,2,1,,Sube a puntas con las dos piernas y baja con una sola en tres segundos. La bajada es el ejercicio. Alterna la pierna que baja. No rebotes abajo.
recuperacion,Recuperación,activation,calfEcc_v1,variant,Elevación de talones excéntrica,,Excéntricas en escalón,bi,Escalón,,,,,,0,,"Media planta en el borde del escalón. Sube con dos, baja con una dejando caer el talón por debajo, tres segundos. Si ya estás en un protocolo de aquiles, cuenta estas series como parte de aquel."
recuperacion,Recuperación,activation,plantarFlex,main,,,Tobillos para la patada,bi,Sin equipo,,,,45,1,0,,"Sentado con las piernas estiradas, apunta las puntas de los pies lo más lejos que puedas y sostén, después tráelas hacia ti. Activa, no pasiva: es el rango que empuja el agua en la patada."
recuperacion,Recuperación,activation,tva,main,,,Activación de transverso,bi,Sin equipo,,,,60,4,0,,"Boca arriba, rodillas dobladas, manos por dentro de los huesos de la cadera. Inhala al abdomen; al exhalar lleva el ombligo adentro y arriba sin mover la pelvis. Deberías sentir una tensión suave bajo los dedos."
recuperacion,Recuperación,activation,reverseLunge,main,,,Estocada inversa con brazos arriba,uni,Sin equipo,,,,45,1,0,,"Paso largo hacia atrás bajando la rodilla, brazos estirados por encima de la cabeza y costillas abajo. Los brazos arriba convierten esto en trabajo de cadera y torácica a la vez."
aquiles,Aquiles,strength,rollCalf,main,,,Rodillo: vientre del gemelo,,Foam roller,1,60-90s por lado,,,1,0,,"Solo la parte carnosa del gemelo: nunca pases el rodillo por el tendón — es tejido muy inervado y la fricción ahí solo lo empeora. Sentado, el gemelo sobre el rodillo y la otra pierna cruzada encima para cargar. Cuando encuentres el punto que más se queja, párate ahí en vez de ir y venir rápido."
aquiles,Aquiles,strength,isoStep,main,,,Isométrico en puntas (escalón),,Escalón,3,30-45s,60,,1,0,,"Dos pies en el borde del escalón, sube a puntas y sostén quieto arriba. Si arrancas por aquí, el resto de la sesión suele doler menos."
aquiles,Aquiles,strength,isoFlat,main,,,Isométrico en puntas (piso),,Sin equipo,3,30-45s,60,,1,0,,"En piso plano, sube a puntas y sostén quieto arriba. Con dolor en la inserción no queremos el talón por debajo del nivel del pie."
aquiles,Aquiles,strength,pogo,main,,,Pogos (saltitos de tobillo),,Sin equipo,3,20,60,,1,0,,"Saltitos chicos en el lugar, solo desde el tobillo, rodilla casi fija. Contacto corto y que suene poco. No buscas altura: buscas rigidez elástica."
aquiles,Aquiles,strength,skip,main,,,Skipping bajo,,Sin equipo,3,30s,60,,1,0,,"Skipping suave en el lugar o avanzando. Rebote rápido, apoyo de metatarso, sin machacar el talón. Si el tendón habla, se corta el bloque."
aquiles,Aquiles,strength,slHop,main,,,Saltos a una pierna,,Sin equipo,3,10 por lado,60,,1,0,,"Saltitos en el lugar sobre una pierna, aterrizando en el metatarso con la rodilla suave. Si mañana amaneces más rígido que hoy, era demasiado pronto."
aquiles,Aquiles,strength,eccStraight,main,,,"Bajada excéntrica, pierna recta",,Escalón,3,15 por lado,60,,1,0,,"En el escalón, sube con las dos, saca la pierna sana y baja solo con la de trabajo en 4-5 segundos, dejando el talón caer por debajo. Vuelve a apoyar la sana para subir. Nunca subas con la pierna irritada."
aquiles,Aquiles,strength,eccBent,main,,,"Bajada excéntrica, rodilla flexionada",,Escalón,3,15 por lado,60,,1,0,,"Media planta en el borde del escalón, rodilla flexionada unos 30° todo el movimiento. Sube con las dos, baja con una en tres segundos dejando caer el talón. La rodilla doblada pasa la carga del gemelo al sóleo."
aquiles,Aquiles,strength,eccStraightFlat,main,,,"Bajada excéntrica, pierna recta",,Piso plano,3,15 por lado,60,,1,0,,"En el piso, no en el escalón. Sube a puntas con las dos, saca la pierna sana y baja con la de trabajo en 4-5 segundos hasta que el talón toque el piso, y ahí paras. Nunca más abajo: con dolor en la inserción ese rango aplasta el tendón contra el hueso."
aquiles,Aquiles,strength,eccBentFlat,main,,,"Bajada excéntrica, rodilla flexionada",,Piso plano,3,15 por lado,60,,1,0,,"En piso plano, rodilla flexionada unos 30°. Sube a puntas con las dos y baja con una en tres segundos hasta que el talón toque el piso, no más abajo. La rodilla doblada lleva la carga al sóleo."
aquiles,Aquiles,strength,seatedCalf,main,,,Elevación de talón sentado,,Máquina,4,6-8,120,,1,0,,"Máquina sentado, pesado. 3 segundos para subir, 3 para bajar. Rodilla flexionada: trabaja el sóleo."
aquiles,Aquiles,strength,seatedCalfNeutral,main,,,Elevación de talón sentado,,Máquina · rango limitado,4,6-8,120,,1,0,,"Máquina sentado, pesado, 3 segundos arriba y 3 abajo. Frena cuando el talón llega a la altura del apoyo: no lo dejes caer por debajo. Ese último tramo comprime la inserción."
aquiles,Aquiles,strength,legPressCalf,main,,,Elevación de talón en prensa,,Prensa,4,8-10,120,,1,0,,"Piernas casi estiradas, sin bloquear la rodilla hacia atrás, empujando con el metatarso. Tempo lento. Con la rodilla extendida el protagonista es el gemelo."
aquiles,Aquiles,strength,legPressCalfNeutral,main,,,Elevación de talón en prensa,,Prensa · rango limitado,4,8-10,120,,1,0,,"En la prensa, tempo lento, sin dejar que el talón baje más allá de la línea del apoyo. En la inserción, el rango de más no es más estímulo: es compresión."
aquiles,Aquiles,strength,farmerToes,main,,,Caminata en puntas con peso,,Mancuernas,3,30s,90,,2,0,,"Mancuernas pesadas. Camina lento manteniéndote alto sobre el metatarso, sin que el talón baje. Entrena rigidez de tobillo bajo carga."
aquiles,Aquiles,strength,towel,main,,,Arrugar la toalla,,Toalla,3,20 por lado,30,,1,0,,"Sentado y descalzo, toalla en el piso. Arrúgala hacia ti solo con los dedos. Un pie fuerte se queda con parte del despegue en vez de mandárselo entero al tendón."
aquiles,Aquiles,strength,shortFoot,main,,,Pie corto,,Sin equipo,3,30s por lado,30,,1,0,,"Descalzo, pie apoyado. Acerca la base de los dedos al talón levantando el arco, sin arrugar los dedos y sin girar el tobillo. Es diminuto: cuando aparece, sientes el arco activo."
aquiles,Aquiles,strength,tibRaise,main,,,Elevación de punta (tibial anterior),,Pared de apoyo,3,20,30,,1,0,,"De espaldas a la pared, talones un paso adelante. Sube las puntas hacia las espinillas lo más alto que puedas y baja lento. Es el antagonista del gemelo."
aquiles,Aquiles,strength,hipAbd,main,,,Elevación lateral acostado,,Sin equipo,3,15 por lado,30,,1,0,,"De costado, pierna de arriba recta y la punta del pie apuntando levemente hacia el piso. Sube lento. Tiene que arder en el lateral del glúteo: si lo sientes en la ingle, estás rotando la pierna."
aquiles,Aquiles,strength,slBridge,main,,,Puente de glúteos a una pierna,,Sin equipo,3,10 por lado,45,,1,0,,"Un talón apoyado cerca de los glúteos, la otra rodilla abrazada al pecho. Empuja con el talón y aprieta el glúteo arriba. Si lo sientes en la lumbar, mete la pelvis y baja la altura: la idea es aislar el glúteo, no que el psoas haga el trabajo."
aquiles,Aquiles,strength,wallStraight,main,,,"Estiramiento en pared, pierna recta",,Pared,1,2 min por lado,,,1,0,,"Manos en la pared, pierna de atrás recta, talón clavado. Estira el gemelo. Mejor con el tejido caliente: estirar un aquiles frío e irritado enciende el cuadro."
aquiles,Aquiles,strength,wallBent,main,,,"Estiramiento en pared, rodilla flexionada",,Pared,1,2 min por lado,,,1,0,,"Manos en la pared, pierna de atrás atrás, talón clavado. Flexiona levemente esa rodilla sin despegar el talón. El estiramiento baja hacia el sóleo, cerca del tendón. Tronco erguido."
aquiles,Aquiles,strength,ankleMob,main,,,Movilidad de tobillo sin forzar,,Sin equipo,1,90s por lado,,,1,0,,"Sentado, círculos amplios y lentos, después puntas hacia adelante sostenidas. Aquí no hay estiramiento de gemelo a propósito: con dolor en la inserción, la dorsiflexión máxima comprime el tendón. Movilidad sí, tironeo no."
rodillas,Rodillas sin dolor,strength,swingFB,main,,,Balanceo de pierna (frontal),,Pared de apoyo,1,15 por lado,,,1,0,,Apóyate en una pared y balancea la pierna adelante y atrás. Aumenta el rango poco a poco: arrancar en el máximo es cómo se tira un isquio.
rodillas,Rodillas sin dolor,strength,swingLat,main,,,Balanceo lateral de pierna,,Pared de apoyo,1,15 por lado,,,1,0,,"De frente a la pared, cruza la pierna de lado a lado por delante del cuerpo. Abre aductores y despierta el glúteo medio."
rodillas,Rodillas sin dolor,strength,sideRaise,main,,,Elevación lateral acostado,,Sin equipo,1,20 por lado,,,1,0,,"De costado, pierna de arriba recta y la punta del pie apuntando levemente hacia el piso. Sube lento. Tiene que arder en el lateral del glúteo: si lo sientes en la ingle, estás rotando la pierna."
rodillas,Rodillas sin dolor,strength,bridge,main,,,Puente de glúteos,,Sin equipo,2,15,30,,1,0,,"Pies cerca de los glúteos. Sube la cadera empujando con los talones y sostén dos segundos arriba apretando los glúteos. La pausa es el ejercicio; sin ella son solo repeticiones. Baja controlado, sin arquear la lumbar. Si lo sientes en los isquios, acerca los pies."
rodillas,Rodillas sin dolor,strength,balance,main,,,Apoyo en una pierna,,Sin equipo,1,30s por lado,,,1,0,,"Parado en una pierna, rodilla apenas flexionada. Que la cadera no se caiga del lado que está en el aire. Busca que el pie trabaje: dedos activos, tobillo corrigiendo. Si te resulta fácil, cierra los ojos. Ten una pared o una silla al alcance."
rodillas,Rodillas sin dolor,strength,wallSit,main,,,Sentadilla isométrica en pared,,Pared,3,45s,60,,1,0,,"Espalda contra la pared, rodillas a ~90°. Empuja los talones como si quisieras arrastrarlos hacia atrás y sostén. Si hoy la rodilla molesta, empieza por aquí."
rodillas,Rodillas sin dolor,strength,bulgarian,main,,,Sentadilla búlgara,,Silla o sillón,3,8-12 por pierna,90,,1,0,,"Pie de atrás sobre una silla, pecho arriba. La rodilla de adelante viaja sobre el segundo dedo, nunca hacia adentro. Si se mete, acorta el rango antes que la técnica."
rodillas,Rodillas sin dolor,strength,slBridge,main,,,Puente de glúteos a una pierna,,Sin equipo,3,10 por pierna,60,,1,0,,"Un talón apoyado cerca de los glúteos, la otra rodilla abrazada al pecho. Empuja con el talón y aprieta el glúteo arriba. Si lo sientes en la lumbar, mete la pelvis y baja la altura: la idea es aislar el glúteo, no que el psoas haga el trabajo."
