plan_id,plan_name_at_sale,date,payment_type,amount,tax,fee,earnings
415102,"[New 2025] 16-week polarized training to improve FTP, speed & endurance",2024-11-30,Sale,59.99,0,18,41.99
437755,[New 2025] 5 km for intermediates (extended) - Science based polarized 80-20 - Unlimited support,2024-12-01,Sale,43.2,0,12.96,30.24
493032,[Nuevo 2025] 21 km 🏃 - Plan para intermedios - Reutilizable - Soporte ilimitado,2024-12-02,Sale,29.12,1.12,8.4,19.6
415245,21 km para avanzados - 12 semanas - Sistema polarizado a piramidal - Soporte por email,2024-12-02,Sale,21.49,0,6.45,15.04
493733,"2025 Weight loss plan - 8 weeks - Ride 🚴 + Lift 🏋️ - Improve FTP, strength and lose that weight!",2024-12-04,Sale,35.99,0,10.8,25.19
408606,Tus primeros 1500m en 4 semanas - Sincroniza con Garmin - Soporte ilimitado por mail,2024-12-04,Sale,29.99,0,9,20.99
439349,2025 Tokyo marathon prep - 12 weeks - Up to 90 km weekly - Start by December 8,2024-12-06,Sale,51.96,3.96,14.4,33.6
439349,2025 Tokyo marathon prep - 12 weeks - Up to 90 km weekly - Start by December 8,2024-12-11,Sale,48,0,14.4,33.6
480125,Triatlón + fortalecimiento - Plan para media distancia (half) + Protocolo de gimnasio (Intermedios),2024-12-13,Sale,74.88,2.88,21.6,50.4
408611,3800m a 5000m para avanzados - Polarizado - Sincroniza con Garmin - Soporte ilimitado por mail,2024-12-13,Sale,40,0,12,28
429677,Triatlón HALF / media distancia - Sistema polarizado 80-20 - 12 semanas + 1 de testeo,2024-12-16,Sale,44.93,1.73,12.96,30.24
415102,"[New 2025] 16-week polarized training to improve FTP, speed & endurance",2024-12-22,Sale,69.64,5.64,19.2,44.8
393676,Tus primeros 3000m en 8 semanas con el sistema polarizado 80-20 (Sincroniza con Garmin),2024-12-23,Sale,36,0,10.8,25.2
493936,2025 Weight loss plan - 18 weeks - Triathlon 🏊‍♂️🚴🏃 + Lift 🏋️ - Endurance + gym training plan,2024-12-27,Sale,64.8,0,19.44,45.36
413817,"[New 2025] 8-week polarized training to improve FTP, speed & endurance",2024-12-29,Sale,35.99,0,10.8,25.19
443812,Ultra: Carrera de +42km a 100 millas - 18 semanas - Volumen semanal: entre 110 y 135 km,2024-12-31,Sale,67.39,2.59,19.44,45.36
493737,"2025 Weight loss plan - 12 weeks - Ride 🚴 + Lift 🏋️ - Improve FTP, strength and lose that weight",2024-12-31,Sale,43.2,0,12.96,30.24
439917,21 km para intermedios - 16 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-01-01,Sale,61.63,4.03,17.28,40.32
443821,Ultra: Race from >42km to 100km - 12 weeks - High weekly volume between 90 and 110 km,2025-01-01,Sale,43.2,0,12.96,30.24
434685,Maratón - 18 semanas - Entre 110 y 135 km semanales - Ritmo / Potencia / Frecuencia cardíaca,2025-01-01,Sale,64.8,0,19.44,45.36
415231,21 km para principiantes - 16 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-01-01,Sale,59.9,2.3,17.28,40.32
439917,21 km para intermedios - 16 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-01-02,Sale,64,0,19.2,44.8
408737,[Reusable] 1500m for advanced swimmers - Polarized - Garmin structured workouts,2025-01-03,Sale,32.96,0.96,9.6,22.4
493939,2025 Weight loss plan - 16 weeks - Ride 🚴 Run 🏃 & Lift 🏋️ - Lose that weight!,2025-01-03,Sale,62.09,4.49,17.28,40.32
492333,[Nuevo 2025] 21 km - Correr 🏃 y Fuerza 🏋️ - Plan para avanzados. Rutina de gimnasio gratis!,2025-01-04,Sale,50.4,0,15.12,35.28
429685,Triatlon olímpico para intermedios a avanzados - Sistema polarizado 80-20 - 12 semanas + 1 de testeo,2025-01-04,Sale,43.2,0,12.96,30.24
401095,[Reusable] Swim 1900m non-stop in 4 weeks - Crush the half distance! - Polarized - Syncs with Garmin,2025-01-06,Sale,28.8,0,8.64,20.16
401095,[Reusable] Swim 1900m non-stop in 4 weeks - Crush the half distance! - Polarized - Syncs with Garmin,2025-01-06,Sale,35.31,3.31,9.6,22.4
493932,[Nuevo 2025] 21 km - Correr 🏃 y Fuerza 🏋️ - Plan para principiantes. Rutina de gimnasio gratis!,2025-01-08,Sale,56,0,16.8,39.2
438912,Nadar 1500m / Distância olímpica - Plano de treinamento polarizado para iniciantes,2025-01-13,Sale,67.84,3.84,19.2,44.8
522788,Maratón De Santiago 2025 - 18 semanas - Entre 90 y 110 km /sem - Empezar hasta 13 de enero,2025-01-13,Sale,64.8,0,19.44,45.36
493939,2025 Weight loss plan - 16 weeks - Ride 🚴 Run 🏃 & Lift 🏋️ - Lose that weight!,2025-01-14,Sale,57.6,0,17.28,40.32
493045,[Nuevo 2025] 10 km - Correr 🏃 y Fuerza 🏋️ - Plan para principiantes. Rutina de gimnasio gratis!,2025-01-15,Sale,43.2,0,12.96,30.24
436155,Maratona - 18 semanas - Entre 90 e 110 km por semana - Ritmo / Potência / Frequência cardíaca,2025-01-16,Sale,64.8,0,19.44,45.36
480116,Triatlón + fortalecimiento - Plan para distancia Olímpica + Protocolo de gimnasio (Avanzados),2025-01-20,Sale,68.4,0,20.52,47.88
429685,Triatlon olímpico para intermedios a avanzados - Sistema polarizado 80-20 - 12 semanas + 1 de testeo,2025-01-21,Sale,46.8,0,14.04,32.76
493733,"2025 Weight loss plan - 8 weeks - Ride 🚴 + Lift 🏋️ - Improve FTP, strength and lose that weight!",2025-01-22,Sale,36,0,10.8,25.2
437635,[New 2025] 21 km for advanced runners - Science based polarized 80-20 - Unlimited support,2025-01-22,Sale,52.32,4.32,14.4,33.6
437635,[New 2025] 21 km for advanced runners - Science based polarized 80-20 - Unlimited support,2025-01-23,Sale,48,0,14.4,33.6
493737,"2025 Weight loss plan - 12 weeks - Ride 🚴 + Lift 🏋️ - Improve FTP, strength and lose that weight",2025-01-25,Sale,43.2,0,12.96,30.24
415129,Triatlón short/sprint - Principiantes a intermedios - Sistema polarizado 80-20,2025-01-27,Sale,39.99,0,12,27.99
522788,Maratón De Santiago 2025 - 18 semanas - Entre 90 y 110 km /sem - Empezar hasta 13 de enero,2025-01-29,Sale,72,0,21.6,50.4
437633,[New 2025] 5 km for advanced runners - Science based polarized 80-20 - Unlimited support,2025-01-31,Sale,36,0,10.8,25.2
391110,10 km para principiantes - 8 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-01-31,Sale,37.44,1.44,10.8,25.2
493510,[Nuevo 2025] Gran fondo / Century 🚴 + Gym 🏋️: 16 semanas con foco en FTP y VO2Max,2025-02-03,Sale,59.9,2.3,17.28,40.32
408733,[Reusable] Swim longer - Endurance for beginners - Syncs with Garmin - Unlimited support,2025-02-03,Sale,35.06,2.66,9.72,22.68
408733,[Reusable] Swim longer - Endurance for beginners - Syncs with Garmin - Unlimited support,2025-02-09,Sale,32.4,0,9.72,22.68
413817,"[New 2025] 8-week polarized training to improve FTP, speed & endurance",2025-02-09,Sale,39.99,0,12,27.99
493079,[Nuevo 2025] 10 km para intermedios - Plan polarizado - Soporte - Reutilizable,2025-02-11,Sale,43.2,0,12.96,30.24
391110,10 km para principiantes - 8 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-02-13,Sale,37.44,1.44,10.8,25.2
493737,"2025 Weight loss plan - 12 weeks - Ride 🚴 + Lift 🏋️ - Improve FTP, strength and lose that weight",2025-02-13,Sale,46.11,2.91,12.96,30.24
393663,Domina los 1900m en 4 semanas con el sistema polarizado 80-20 (Sincroniza con Garmin),2025-02-14,Sale,28.8,0,8.64,20.16
493939,2025 Weight loss plan - 16 weeks - Ride 🚴 Run 🏃 & Lift 🏋️ - Lose that weight!,2025-02-20,Sale,72,14.4,17.28,40.32
437633,[New 2025] 5 km for advanced runners - Science based polarized 80-20 - Unlimited support,2025-02-22,Sale,40,0,12,28
480116,Triatlón + fortalecimiento - Plan para distancia Olímpica + Protocolo de gimnasio (Avanzados),2025-02-23,Sale,76,0,22.8,53.2
439415,Maratón de Boston 2025 - 12 semanas - Entre 110 y 135 km semanales - Empezar el 27 de enero,2025-02-25,Sale,43.2,0,12.96,30.24
492331,[Nuevo 2025] 21 km - Correr 🏃 y Fuerza 🏋️ - Plan para intermedios. Rutina de gimnasio gratis!,2025-02-25,Sale,56,0,16.8,39.2
392378,Nadar más rápido 8 semanas - Sistema polarizado (Sincroniza con GARMIN),2025-03-06,Sale,40,0,12,28
413817,"[New 2025] 8-week polarized training to improve FTP, speed & endurance",2025-03-06,Sale,39.99,0,12,27.99
392378,Nadar más rápido 8 semanas - Sistema polarizado (Sincroniza con GARMIN),2025-03-09,Sale,36,0,10.8,25.2
493510,[Nuevo 2025] Gran fondo / Century 🚴 + Gym 🏋️: 16 semanas con foco en FTP y VO2Max,2025-03-11,Sale,64,0,19.2,44.8
393672,3000m para intermedios a avanzados - Sincroniza con Garmin),2025-03-12,Sale,38.16,2.16,10.8,25.2
415118,"[Nuevo 2025] 16-semanas polarizadas para mejorar FTP, velocidad y resistencia",2025-03-16,Sale,64,0,19.2,44.8
479876,Fortalecimiento - 8 semanas - Protocolo 3 veces por semana - Fuerza máxima,2025-03-17,Sale,20.79,0.8,6,13.99
493939,2025 Weight loss plan - 16 weeks - Ride 🚴 Run 🏃 & Lift 🏋️ - Lose that weight!,2025-03-18,Sale,57.6,0,17.28,40.32
480128,Triatlón + fortalecimiento - Plan para larga distancia (full) + Protocolo de gimnasio (Avanzados),2025-03-20,Sale,82.8,0,24.84,57.96
493085,[Nuevo 2025] 10 km - Correr 🏃 y Fuerza 🏋️ - Plan para avanzados. Rutina de gimnasio gratis!,2025-03-21,Sale,43.2,0,12.96,30.24
493737,"2025 Weight loss plan - 12 weeks - Ride 🚴 + Lift 🏋️ - Improve FTP, strength and lose that weight",2025-03-23,Sale,48,0,14.4,33.6
439917,21 km para intermedios - 16 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-03-25,Sale,64,0,19.2,44.8
391110,10 km para principiantes - 8 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-03-26,Sale,36,0,10.8,25.2
493932,[Nuevo 2025] 21 km - Correr 🏃 y Fuerza 🏋️ - Plan para principiantes. Rutina de gimnasio gratis!,2025-03-27,Sale,52.42,2.02,15.12,35.28
493939,2025 Weight loss plan - 16 weeks - Ride 🚴 Run 🏃 & Lift 🏋️ - Lose that weight!,2025-04-04,Sale,64,0,19.2,44.8
491765,Fortalecimiento triatlón - 8 semanas - 3 veces por semana - Fuerza máxima,2025-04-06,Sale,29.99,0,9,20.99
480116,Triatlón + fortalecimiento - Plan para distancia Olímpica + Protocolo de gimnasio (Avanzados),2025-04-07,Sale,80.56,4.56,22.8,53.2
441250,Triatlón - Half / Media distancia para intermedios a avanzados - Polarizado - Soporte por mail,2025-04-09,Sale,68.4,0,20.52,47.88
480017,Triatlón + fortalecimiento - Mantenimiento avanzado 12 semanas - Período base + Gimnasio,2025-04-18,Sale,44.93,1.73,12.96,30.24
415245,21 km para avanzados - 12 semanas - Sistema polarizado a piramidal - Soporte por email,2025-04-21,Sale,43.2,0,12.96,30.24
415216,"[Reusable] Triathlon for intermediates - 8 weeks, valid for short/sprint/olympic",2025-04-22,Sale,40,0,12,28
395635,[New 2025] 5 km for intermediates - Science based polarized 80-20 - Unlimited support,2025-04-27,Sale,36,0,10.8,25.2
480128,Triatlón + fortalecimiento - Plan para larga distancia (full) + Protocolo de gimnasio (Avanzados),2025-04-30,Sale,82.8,0,24.84,57.96
401095,[Reusable] Swim 1900m non-stop in 4 weeks - Crush the half distance! - Polarized - Syncs with Garmin,2025-05-05,Sale,43.2,0,12.96,30.24
493498,[Nuevo 2025] Gran fondo / Century 🚴 + Gym 🏋️: 12 semanas con foco en FTP y VO2Max,2025-05-05,Sale,48,0,14.4,33.6
439917,21 km para intermedios - 16 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-05-11,Sale,59.9,2.3,17.28,40.32
437633,[New 2025] 5 km for advanced runners - Science based polarized 80-20 - Unlimited support,2025-05-12,Sale,36,0,10.8,25.2
493737,"2025 Weight loss plan - 12 weeks - Ride 🚴 + Lift 🏋️ - Improve FTP, strength and lose that weight",2025-05-13,Sale,43.2,0,12.96,30.24
479415,[Nuevo 2025] Ciclismo + gimnasio: 16 semanas para mejorar FTP y VO2Max,2025-05-13,Sale,57.6,0,17.28,40.32
433354,Marathon - 18 weeks - 90 to 110 km weekly - Heart rate based (pace based available),2025-05-13,Sale,71.28,6.48,19.44,45.36
493045,[Nuevo 2025] 10 km - Correr 🏃 y Fuerza 🏋️ - Plan para principiantes. Rutina de gimnasio gratis!,2025-05-18,Sale,43.2,0,12.96,30.24
493939,2025 Weight loss plan - 16 weeks - Ride 🚴 Run 🏃 & Lift 🏋️ - Lose that weight!,2025-05-21,Sale,57.6,0,17.28,40.32
493737,"2025 Weight loss plan - 12 weeks - Ride 🚴 + Lift 🏋️ - Improve FTP, strength and lose that weight",2025-05-23,Sale,48,0,14.4,33.6
415118,"[Nuevo 2025] 16-semanas polarizadas para mejorar FTP, velocidad y resistencia",2025-05-26,Sale,64,0,19.2,44.8
493933,Plan para bajar de peso: Triatlón 🏃 y Fuerza 🏋️ - Incluye rutina de gimnasio,2025-05-26,Sale,57.6,0,17.28,40.32
493933,Plan para bajar de peso: Triatlón 🏃 y Fuerza 🏋️ - Incluye rutina de gimnasio,2025-05-26,Credit,-57.6,0,-17.28,-40.32
415231,21 km para principiantes - 16 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-05-26,Sale,57.6,0,17.28,40.32
434678,Maratón - 12 semanas - Hasta 90 km semanales - Ritmo / Potencia / Frecuencia cardíaca,2025-05-26,Sale,43.2,0,12.96,30.24
493925,"Bajá de peso: Mix de correr 🏃, ciclismo 🚴 y gimnasio 🏋️ - 16 semanas",2025-05-27,Sale,62.36,4.76,17.28,40.32
493939,2025 Weight loss plan - 16 weeks - Ride 🚴 Run 🏃 & Lift 🏋️ - Lose that weight!,2025-06-05,Sale,57.6,0,17.28,40.32
480285,Duatlón + fortalecimiento - POWERMAN clásica + Protocolo de gimnasio,2025-06-05,Sale,57.6,0,17.28,40.32
434684,Maratón - 12 semanas - Entre 110 y 135 km semanales - Ritmo / Potencia / Frecuencia cardíaca,2025-06-06,Sale,43.2,0,12.96,30.24
413817,"[New 2025] 8-week polarized training to improve FTP, speed & endurance",2025-06-08,Sale,35.99,0,10.8,25.19
439917,21 km para intermedios - 16 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-06-09,Sale,64,0,19.2,44.8
415231,21 km para principiantes - 16 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-06-11,Sale,59.9,2.3,17.28,40.32
480017,Triatlón + fortalecimiento - Mantenimiento avanzado 12 semanas - Período base + Gimnasio,2025-06-18,Sale,45.79,2.59,12.96,30.24
493715,[New 2025] Indoor: Ride 🚴 + Lift 🏋️ - Improve your FTP in 8 weeks. Cycling + strength training,2025-06-19,Sale,36,0,10.8,25.2
401093,[Reusable] Swim 1500m non-stop in 4 weeks - Polarized - Garmin structured workouts,2025-06-19,Sale,28.8,0,8.64,20.16
415118,"[Nuevo 2025] 16-semanas polarizadas para mejorar FTP, velocidad y resistencia",2025-06-23,Sale,59.9,2.3,17.28,40.32
493925,"Bajá de peso: Mix de correr 🏃, ciclismo 🚴 y gimnasio 🏋️ - 16 semanas",2025-06-23,Sale,59.9,2.3,17.28,40.32
401095,[Reusable] Swim 1900m non-stop in 4 weeks - Crush the half distance! - Polarized - Syncs with Garmin,2025-06-25,Sale,32,0,9.6,22.4
493502,[Nuevo 2025] Indoor / Rodillo 🚴 + Gym 🏋️: 12 semanas para subir FTP y VO2Max + Fuerza máxima .,2025-06-26,Sale,49.92,1.92,14.4,33.6
415231,21 km para principiantes - 16 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-06-26,Sale,57.6,0,17.28,40.32
480288,Duatlon + fortalecimiento - POWERMAN FULL (10k 🏃+150k 🚴+30k 🏃) + Protocolo de gimnasio (Avanzado),2025-06-30,Sale,74.88,2.88,21.6,50.4
437755,[New 2025] 5 km for intermediates (extended) - Science based polarized 80-20 - Unlimited support,2025-07-02,Sale,43.2,0,13,30.2
390919,5 km para principiantes - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-07-10,Sale,36,0,10.8,25.2
415231,21 km para principiantes - 16 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-07-11,Sale,59.9,2.3,17.28,40.32
493085,[Nuevo 2025] 10 km - Correr 🏃 y Fuerza 🏋️ - Plan para avanzados. Rutina de gimnasio gratis!,2025-07-12,Sale,44.93,1.73,12.96,30.24
522276,2025 Weight loss plan - 24 weeks - Run 🏃 & Lift 🏋️ - Gym program included,2025-07-15,Sale,75.6,3.6,21.6,50.4
437755,[New 2025] 5 km for intermediates (extended) - Science based polarized 80-20 - Unlimited support,2025-07-20,Sale,43.2,0,12.96,30.24
391110,10 km para principiantes - 8 semanas - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-07-22,Sale,40,0,12,28
429688,Triatlón HALF / media distancia - Sistema polarizado 80-20 - Intermedios a avanzados,2025-07-24,Sale,48,0,14.4,33.6
493733,"2025 Weight loss plan - 8 weeks - Ride 🚴 + Lift 🏋️ - Improve FTP, strength and lose that weight!",2025-07-28,Sale,42,2,12,28
562095,HYROX: Corre los 8x1000 como ELITE. Plan de 12 semanas para avanzados (Corre 5x por semana).,2025-08-05,Sale,56,0,16.8,39.2
492217,[2025 Hybrid athlete] Ride 🚴 + Lift 🏋️ - Improve your FTP in 12 weeks. Cycling + gym training plan,2025-08-06,Sale,48,0,14.4,33.6
437638,[New 2025] 21 km for beginners - Science based polarized 80-20 - Unlimited support,2025-08-08,Sale,64,0,19.2,44.8
562655,"Berlin Marathon 2025 - 12 weeks - 110 to 135 km weekly - Start by June 30, 2025",2025-08-08,Sale,46.43,3.23,12.96,30.24
413817,"[New 2025] 8-week polarized training to improve FTP, speed & endurance",2025-08-10,Sale,44,4,12,28
546067,[2025] 16 semanas: Nadar (5x semana) + gimnasio (2x) - Incrementa tu potencia y velocidad nadando,2025-08-10,Sale,46.8,0,14.04,32.76
438912,Nadar 1500m / Distância olímpica - Plano de treinamento polarizado para iniciantes,2025-08-11,Sale,36,0,10.8,25.2
493925,"Bajá de peso: Mix de correr 🏃, ciclismo 🚴 y gimnasio 🏋️ - 16 semanas",2025-08-14,Sale,64,0,19.2,44.8
476495,Maratón - 12 semanas - Hasta 90 km semanales - Zonas por ritmo / pace,2025-08-14,Sale,48,0,14.4,33.6
413662,Triatlón olímpico para principiantes a intermedios - Sistema polarizado 80-20,2025-08-14,Sale,40,0,12,28
435944,Maratona - 12 semanas - Entre 110 e 135 km por semana - Ritmo / Potência / Frequência cardíaca,2025-08-17,Sale,22.9,1.3,6.48,15.12
566790,Desarrolla tu umbral (FTP) y resistencia a la fatiga (durabilidad) - 8 semanas + 1 testeo - Intermedios,,Sale,32.0,0.0,2.0,30.0
480015,Triatlón + fortalecimiento - Mantenimiento 12 semanas - Período base + Gimnasio,2025-08-19,Sale,43.2,0,12.96,30.24
480015,Triatlón + fortalecimiento - Mantenimiento 12 semanas - Período base + Gimnasio,2025-08-23,Sale,44.93,1.73,12.96,30.24
546064,[2025] 16 semanas: Nadar (4x semana) + gimnasio (2x) - Incrementa tu potencia y velocidad nadando,2025-08-24,Sale,52,0,15.6,36.4
415245,21 km para avanzados - 12 semanas - Sistema polarizado a piramidal - Soporte por email,2025-08-26,Sale,49.92,1.92,14.4,33.6
493939,2025 Weight loss plan - 16 weeks - Ride 🚴 Run 🏃 & Lift 🏋️ - Lose that weight!,2025-08-26,Sale,63.36,5.76,17.28,40.32
480286,Duatlón + fortalecimiento - POWERMAN Sprint / Short + Protocolo de gimnasio,2025-08-27,Sale,48,0,14.4,33.6
561949,HYROX: Run like the Elite. 12-week advanced running training plan,2025-08-30,Sale,59.36,3.36,16.8,39.2
415129,Triatlón short/sprint - Principiantes a intermedios - Sistema polarizado 80-20,2025-08-30,Sale,36.0,0.0,10.8,25.2
474632,Maratón de Chicago 2025 - 12 semanas - Entre 110 y 135 km semanales - Empezar 21 de Julio 2025,2025-09-02,Sale,48,0,14.4,33.6
561409,HYROX: Dominate the run. 12-week beginner running training plan,2025-09-07,Sale,52.8,4.8,14.4,33.6
429688,Triatlón HALF / media distancia - Sistema polarizado 80-20 - Intermedios a avanzados,2025-09-08,Sale,43.2,0.0,13.0,30.2
546034,[2025] 16 semanas polarizadas - Aumentar velocidad y resistencia - Principiante 3 sesiones p semana,2025-09-12,Sale,44.9,1.7,13.0,30.2
434030,Marathon - 12 weeks - 110 to 135 km weekly - Heart rate based (pace based available),2025-09-15,Sale,43.2,0,12.96,30.24
493939,2025 Weight loss plan - 16 weeks - Ride 🚴 Run 🏃 & Lift 🏋️ - Lose that weight!,2025-09-19,Sale,57.6,0,17.28,40.32
491764,"Plan para ganar masa muscular - 8 semanas, 4 veces por semana",2025-09-21,Sale,41.6,1.6,12,28
546060,[2025] 16 week: Swim 3x per week & Strength 2x per week - Improve speed and power,2025-09-21,Sale,46.8,0,14.04,32.76
493737,"2025 Weight loss plan - 12 weeks - Ride 🚴 + Lift 🏋️ - Improve FTP, strength and lose that weight",2025-09-29,Sale,51.36,3.36,14.4,33.6
408737,[Reusable] 1500m for advanced swimmers - Polarized - Garmin structured workouts,2025-09-29,Sale,32,0,9.6,22.4
493925,"Bajá de peso: Mix de correr 🏃, ciclismo 🚴 y gimnasio 🏋️ - 16 semanas",2025-10-13,Sale,64,0,19.2,44.8
493939,2025 Weight loss plan - 16 weeks - Ride 🚴 Run 🏃 & Lift 🏋️ - Lose that weight!,2025-10-18,Sale,66.56,2.56,19.2,44.8
567744,Triatlo de Média Distância - Half IM - Nível Intermediário - Plano Reutilizável grátis,2025-10-21,Sale,38,0,11.4,26.6
480288,Duatlon + fortalecimiento - POWERMAN FULL (10k 🏃+150k 🚴+30k 🏃) + Protocolo de gimnasio (Avanzado),2025-10-22,Sale,72,0,21.6,50.4
492218,[2025 Hybrid athlete] Ride 🚴 + Lift 🏋️ - Improve your FTP in 16 weeks. Cycling + gym training plan,2025-10-26,Sale,64,0,19.2,44.8
493008,[Nuevo 2025] 5 km - Correr 🏃 y Fuerza 🏋️ - Plan para intermedios. Rutina de gimnasio gratis!,2025-10-27,Sale,40,0,12,28
480015,Triatlón + fortalecimiento - Mantenimiento 12 semanas - Período base + Gimnasio,2025-10-29,Sale,48,0,14.4,33.6
391102,5 km para principiantes (extendido) - Sistema polarizado 80-20 - Soporte por mail ilimitado,2025-11-01,Sale,44.93,1.73,12.96,30.24
434683,Maratón - 18 semanas - Entre 90 y 110 km semanales - Ritmo / Potencia / Frecuencia cardíaca,2025-11-02,Sale,66.56,2.56,19.2,44.8
493947,2025 Weight loss plan - 16 weeks - Run 🏃 & Lift 🏋️ - Gym program included,2025-11-04,Sale,57.6,0,17.28,40.32
437753,5 km para iniciantes - 12 semanas - Sistema polarizado 80-20 - Suporte por e-mail ilimitado,2025-11-05,Sale,24,0,7.2,16.8
546064,[2025] 16 semanas: Nadar (4x semana) + gimnasio (2x) - Incrementa tu potencia y velocidad nadando,2025-11-07,Sale,46.8,0,14.04,32.76
493939,2025 Weight loss plan - 16 weeks - Ride 🚴 Run 🏃 & Lift 🏋️ - Lose that weight!,2025-11-12,Sale,63.36,5.76,17.28,40.32
439348,2026 Tokyo marathon prep - 12 weeks - 90 to 110km weekly - Start by December 8,2025-11-13,Sale,48,0,14.4,33.6
408737,[Reusable] 1500m for advanced swimmers - Polarized - Garmin structured workouts,2025-11-13,Sale,28.8,0,8.64,20.16
567305,Seu Primeiro Triatlo de Distância Completa - Full IM - Plano Reutilizável grátis,2025-11-16,Sale,44.52,2.52,12.6,29.4
562095,HYROX: Corre los 8x1000 como ELITE. Plan de 12 semanas para avanzados (Corre 5x por semana).,2025-11-16,Sale,56,0,16.8,39.2
408737,[Reusable] 1500m for advanced swimmers - Polarized - Garmin structured workouts,2025-11-17,Sale,32,0,9.6,22.4
480121,Triatlón + fortalecimiento - Plan para media distancia (half) + Protocolo de gimnasio (Avanzados),2025-11-18,Sale,64.8,0,19.44,45.36
480015,[BLACK SALE] Triatlón + Gimnasio - Base - Usa el cupón BLACK40 por 40% de descuento,2025-11-25,Sale,49.92,1.92,14.4,33.6
415216,[BLACK SALE] Triathlon for intermediates - Valid for sprint/olympic - Use coupon BLACK40 for 40% off,2025-11-27,Sale,40,0,12,28
493939,[BLACK SALE] 2025 Weight loss plan - 16 weeks - Ride Run Lift - Use coupon BLACK40 for 40% off,2025-11-30,Sale,42.24,3.84,11.52,26.88
493939,[2026 Weight loss] 16 weeks plan - Ride 🚴 + Run 🏃 + Lift 🏋️,2025-12-01,Sale,42.32,3.92,11.52,26.88
480131,Plan 22 Semanas: Triatlón FULL / Larga Distancia + Gym 🏋️ (Intermedio),2025-12-01,Sale,49.92,1.92,14.4,33.6
480116,Plan 20 Semanas: Triatlón Olímpico + Gym 🏋️ (Avanzado),2025-12-02,Sale,44.93,1.73,12.96,30.24
480121,Plan 20 Semanas: Triatlón HALF / Media Distancia + Gym 🏋️ (Avanzado),2025-12-03,Sale,43.2,0,12.96,30.24
480020,Plan 20 Semanas: Triatlón Olímpico 🏊🚴🏃 (Principiantes),2025-12-03,Sale,39.94,1.54,11.52,26.88
480288,Plan 23 Semanas: Duatlón Powerman Full 🏃🚴 + Gym 🏋️ (Avanzado),2025-12-05,Sale,80,0,24,56
391110,Plan 8 Semanas: 10 km Base 🏃 (Principiante),2025-12-05,Sale,24,0,7.2,16.8
408737,4 Week Swim Peak: 1500m Speed (Advanced),2025-12-07,Sale,19.2,0,5.76,13.44
522766,Maratón Barcelona 2026: Plan 12 Semanas - Vol: 90-110km semanales - Inicio 22 Dic,2025-12-15,Sale,51.99,2,15,34.99
480286,Plan 12 Semanas: Duatlón Sprint 🏃🚴 + Gym 🏋️ (Principiante),2025-12-20,Sale,51.99,2,15,34.99
443929,12 Week Sprint Speed: Triathlon 🏊‍♂️🚴🏃 (Polarized 80/20),2025-12-21,Sale,10,0,3,7
493939,[2026 Weight loss] 16 weeks plan - Ride 🚴 + Run 🏃 + Lift 🏋️,2025-12-22,Sale,74.99,15,18,41.99
562094,Plan 13 Semanas: Preparación HYROX Run 🏃 (Intermedio),2025-12-24,Sale,49.99,0,15,34.99
401095,4 Week Half Distance Swim Prep: Reach 1900m,2025-12-26,Sale,24.99,0,7.5,17.49
561949,13 Week HYROX Run Peak: Advanced (Elite Pace),2025-12-28,Sale,52.99,3,15,34.99
408611,Ultra: 3800m a 5000m para avanzados - Polarizado - Sincroniza con Garmin - Reutilizable,2025-12-31,Sale,39.99,0,12,27.99
493939,[2026 Weight loss] 16 weeks plan - Ride 🚴 + Run 🏃 + Lift 🏋️,2026-01-01,Sale,62.99,3,18,41.99
561409,13 Week HYROX Run Prep: Beginner (Dominate the Run),2026-01-01,Sale,56.49,6.5,15,34.99
567303,Triathlon Olímpico | 16 Semanas | Iniciante | Base & Técnica,2026-01-02,Sale,32,0,9.6,22.4
439343,Maratona de Tóquio 2026 | 12 Semanas | Vol. 3 (110km+) - Início até 8 de dezembro,2026-01-04,Sale,24,0,7.2,16.8
480125,Plan 19 Semanas: Triatlón HALF / Media Distancia + Gym 🏋️ (Intermedio),2026-01-04,Sale,69.99,0,21,48.99
493079,Plan 12 Semanas: 10 km Build 🏃 (Intermedio Polarizado 80/20),2026-01-05,Sale,41.59,1.6,12,27.99
546063,Plan 16 Semanas: Natación 🏊 + Gym 🏋️ - Potencia y Velocidad (Principiante),2026-01-05,Sale,59.99,0,18,41.99
